Unboxed Coworking,CITY,ADDRESS,POC,STATE,AREA,DAY PASS,CATEGORY AS PER PRICING,STATUS,AMENITIES,FLEXI DESK _MONTHLY,DD_MONTHLY,PC_MONTHLY,CATEGORY AS PER SAP,ALT NAME,avg_rating,review_count,seats_available
Awfis-Shanti One,Pune,"Amanora Mall, 2nd Floor, West Block, Mundhwa - Kharadi Rd, Amanora Park Town, Hadapsar Pune 411028",Mugdha,Maharashtra,Hadapsar,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,11000,0,GOLD,Awfis-Shanti One,4.2,364,11
Bootstart-Omicron Commercez,Pune,"Omicron Commerz, 84/38/H, opp. Carnival Restaurant, off North Main Road, Koregaon Park Annexe, Mundhwa, Pune, Maharashtra 411028, India",Chaitanya Katkar,Maharashtra,Mundhwa,499,GOLD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",9000,11000,0,GOLD,Bootstart-Omicron Commercez,3.6,307,9
Enzyme BCIT,Bengaluru,"Thanisandra Main Rd, RK Hegde Nagar, Bengaluru, Karnataka 560064",Shweta,Karnataka,RK Hegde Nagar,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,11000,0,GOLD,Enzyme BCIT,3.9,375,62
Venture X,Gurgaon,"2nd Floor, Core A, Silverton Towers, Golf Course Ext Rd, Sector 50, Gurugram, Haryana 122018",Mallika,Haryana,Sector 50,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,11000,13000,GOLD,Venture X,4.1,331,93
Nukleus ,Delhi NCT,"Thapar House, 124, Janpath Rd, Janpath, Connaught Place, New Delhi, Delhi 110001",Pallavi,Delhi (NCT),Janpath,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,11000,0,GOLD,Nukleus ,4.7,335,58
SSpacia,Ahmedabad,"6th & 7th Floor, Mercado Opp Municipal Market, Chimanlal Girdharlal Rd, Vasant Vihar, Navrangpura, Ahmedabad, Gujarat 380009",charmi vyas ,Gujarat,Navrangpura,500,GOLD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",8000,11000,17000,GOLD,SSpacia,4.1,48,36
WorkSpaceCo,Surat,"11th Floor, Milestone Citadel, opp. Star Bazaar, Jalaram Society, Adajan Gam, Adajan, Surat, Gujarat 395009, India",Manan,Gujarat,Adajan,499,GOLD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",9000,11000,0,GOLD,WorkSpaceCo,4.8,83,36
UrbanWrk-Technopolis Building,Kolkata,"8th Floor, Technopolis Building, BP Block, Sector V, Bidhannagar, Kolkata, West Bengal",Aryan,West Bengal,Bidhannagar,450,GOLD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,11000,0,PLATINUM,UrbanWrk-Technopolis Building,4.8,462,18
Hub & Oak,Delhi NCT,"C-360, LGF, Block C, Defence Colony, New Delhi, Delhi 110024, India",Vipul,Delhi (NCT),Block C,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",10000,11000,0,GOLD,Hub & Oak,4.6,184,73
Workshaala Galaxy,Noida,"A-44 & 45, Sushil Marg, Block A, Industrial Area, Sector 62, Noida, Uttar Pradesh 201309, India",Manali Sahu,Uttar Pradesh,Sector 62,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,11000,0,GOLD,Workshaala Galaxy,3.8,117,59
Office Culture,Jaipur,"Horizon Tower, JEWEL OF INDIA, 606-607, Indra Nagar, Basant Vihar, Bajaj Nagar, Jaipur, Rajasthan 302018, India",Praveen,Rajasthan,Basant Vihar,499,GOLD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup"",""Smoking Room"",""Fire Extinguisher"",""Common Area AC"",""Easy Accessibility""]",0,11000,0,GOLD,Office Culture ,3.9,43,69
BHIVE,Bengaluru,"8th Floor, Whitefield Main Rd, Brigade Metropolis, Garudachar Palya, Mahadevapura, Bengaluru, Karnataka 560048, India",Oswald Ernest,Karnataka,Mahadevapura,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,11200,0,GOLD,BHIVE,4.9,60,18
91Springboard,Gurgaon,"Building Number 145, Sector 44 Rd, Sector 44, Gurugram, Haryana 122003, India",Monty Sharma,Haryana,Sector 44,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Printer/Scanner"",""Locker/Storage"",""Tea/Coffee"",""24*7 Access"",""Meeting Room"",""Common Area"",""Reception"",""F&B Cafe"",""Power Backup"",""Gaming Room""]",0,11300,13200,GOLD,91Springboard,4.4,151,37
"COWRKS-Whitefield, NXT T1B",Bengaluru,"Block 1B, EPIP Industrial Area Whitefield Road, Hobli, near SAP Labs, KIADB Export Promotion Industrial Area, Krishnarajapuram, Bengaluru, Karnataka 560066, India",Venkateshwarachari Vuttaradi		,Karnataka,Krishnarajapuram,599,PLATINUM,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,11499,15700,PLATINUM,COWRKS-NXT T1B,4.8,149,30
The PowerPoint CoWorking Space-I,Pune,"8th & 9th FL, ONEWEST, Balewadi High Street, Baner",Isha Pednekar,Maharashtra,Baner,500,GOLD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",9499,11499,10000,GOLD,The PowerPoint CoWorking Space-I,3.9,146,78
The Hive,Hyderabad,"Corporate Capital, next to Sheraton Hyderabad Hotel, Financial District, Nanakramguda, Telangana 500032, India",Ajai,Telangana,Financial District,850,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Printer/Scanner"",""Smoking Room"",""Locker/Storage"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""F&B Cafe"",""Food"",""Power Backup""]",9500,11500,15000,PLATINUM,The Hive,3.7,39,65
The Hive,Bengaluru,"VR Bengaluru, Level 5, ITPL Main Rd, Devasandra Industrial Estate, Krishnarajapuram, Bengaluru, Karnataka 560048, India",Aman Bhutani,Karnataka,Devasandra Industrial Estate,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Printer/Scanner"",""Smoking Room"",""Locker/Storage"",""Tea/Coffee"",""24*7 Access"",""Meeting Room"",""Common Area"",""Reception"",""F&B Cafe"",""Gaming Room"",""Food"",""Power Backup""]",9000,11500,15000,PLATINUM,The Hive,4.7,159,93
Awfis-Uppals Genesis,Delhi NCT,"A-32, Ground Floor, Block B, Mohan Cooperative Industrial Estate, Badarpur, Mohan Cooperative New Delhi 110076",Raghav Mittal,Delhi (NCT),Mohan Cooperative Industrial Estate,349,SILVER,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,11500,12500,GOLD,Awfis-Uppals Genesis,4.2,87,64
Awfis-Prestige Palladium Bayan,Chennai,"No.43/1 (Door No. 129 to 140) 8th Floor, Greams Road, Nungambakkam Division, Egmore, Nungambakkam Chennai 600006",Abhishek,Tamil Nadu,Nungambakkam,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,11500,12500,GOLD,Awfis-Prestige Palladium Bayan,4.1,44,72
BHIVE,Bengaluru,"Honeykomb by BHIVE MG Road 25, Primrose Rd, Craig Park Layout, Sivanchetti Gardens, Bengaluru, Karnataka 560025",Oswald Ernest,Karnataka,Sivanchetti Gardens,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,11600,0,GOLD,BHIVE,3.9,16,31
BHIVE,Bengaluru,"8, 80 Feet Rd, HAL 3rd Stage, Colony New 515, Indiranagar, Bengaluru, Karnataka 560075",,Karnataka,Indiranagar,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,11600,0,GOLD,BHIVE,4.2,309,28
BHIVE,Bengaluru,"14th Cross Road, L-158, 5th Main Rd, Sector 6, HSR Layout, Bengaluru, Karnataka 560102, India",Oswald Ernest,Karnataka,HSR Layout,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,11600,0,PLATINUM,BHIVE,3.5,273,92
91Springboard Lotus Star,Mumbai,"No. 20, Plot No. D, 5th Rd, Shree Krishna Nagar, Marol MIDC Industry Estate, Andheri East, Mumbai, Maharashtra 400093",9029716528,Maharashtra,Andheri East,600,PLATINUM,LIVE,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Printer/Scanner"",""Locker/Storage"",""Tea/Coffee"",""24*7 Access"",""Meeting Room"",""Common Area"",""Reception"",""F&B Cafe"",""Services(Courier Service/Meeting Room/Admin/HR/IT)"",""Power Backup"",""Gaming Room"",""Food""]",0,11800,14000,PLATINUM,91Springboard Lotus Star,4.7,35,17
VCN Coworking,Pune,"201, 2nd Floor, Kakade Bizz Icon University Road, Next to eSquare multiplex, Shivaji Nagar, Pune – 411016.",Mr. Vinay,Maharashtra,Shivajinagar,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,11900,11900,STANDARD,VCN Coworking,4.6,375,29
Truworx - Platina Tower,Gurgaon,"6th Floor, PLATINA TOWER, Mehrauli-Gurgaon Rd, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",Mr. Gaurav Sethi,Haryana,Sector 28,500,GOLD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",6999,11999,13999,GOLD,Truworx,4.6,169,37
COWRKS-Northstar,Bengaluru,"RMZ Galleria, Ambedkar Colony, Yelahanka, Bengaluru, Karnataka 560064, India",Shravan Sheshagiri,Karnataka,Yelahanka,599,PLATINUM,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,11999,16000,PLATINUM,COWRKS-Northstar,4.7,284,33
Lumos Cowork - Sanpada ,Mumbai,"301 Shree Padmini Building, Sanpada, Society, Teli Galli Cross Rd, above Star Health and Allied Insurance, Sampada Society, Andheri East, Mumbai, Maharashtra 400069, India",,Maharashtra,Andheri East,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,11999,0,PLATINUM+,Lumos Cowork,4.3,145,34
603 The Coworking Space Sunshine Centre,Mumbai,"Sunshine Tower 29th floor,Senapati Bapat Marg, Dadar West, Parel, Mumbai, Maharashtra 400013"," Joy Sharma,Siddhesh Tawate",Maharashtra,Parel,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",8999,11999,12999,PLATINUM+,603 The Coworking Space Sunshine Centre,3.7,154,78
Workingdom,Delhi NCT,"E 13/29, 1st Floor, Harsha Bhawan, Inner Circle, Block E, Connaught Place, Delhi, New Delhi, Delhi 110001, India",Trishna ,Delhi (NCT),Connaught Place,1200,PLATINUM+,LIVE,"[""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Printer/Scanner"",""Locker/Storage"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""F&B Cafe"",""Food"",""Power Backup""]",11000,12000,14000,PLATINUM+,Workingdom,3.7,414,16
Workbravo,Kolkata,"Kankaria Estate, 6, Little Russel St, Maidan, Midleton Row, Park Street area, Kolkata, West Bengal 700071, India",Banhisha Kundu,West Bengal,Park Street area,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",6500,12000,7500,PLATINUM,Work Bravo,4.7,252,49
Quest Offices Vayudhooth Chambers,Bengaluru,"Level 10, 11, XJC9+VP7, Trinity Church Rd, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka 560025",Nisha,Karnataka,Ashok Nagar,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,0,STANDARD,Quest Offices Vayudhooth Chambers,4.3,377,87
Awfis-Prestige Metropolitan,Chennai,"Awfis Space Solutions, Prestige Zackaria Métro, Tower I, 7th Floor, Anna Salai, Guindy Chennai 600006",Abhishek,Tamil Nadu,Anna Salai,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,0,GOLD,Awfis-Prestige Metropolitan,4.8,66,84
Awfis-Auram Q Parc 2,Navi Mumbai,"8th Floor, Q2 Building, Thane-Belapur Road, Ghansoli, Navi Mumbai Thane Mumbai 400710","Umar Hani , Omkar adak ",Maharashtra,Ghansoli,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,0,GOLD,Awfis-Auram Q Parc 2,4.7,115,99
Awfis-Raheja Mindspace,Mumbai,"201, Building No 3, 2nd floor, Mindspace Juinagar, MIDC Industrial Area, Shiravane, Nerul, Navi, Juinagar Mumbai 400706",Ishika Agarwal,Maharashtra,MIDC Industrial Area,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,0,GOLD,Awfis-Raheja Mindspace,4.8,464,97
Garage Co-Works,Mumbai,"210, Sun Mill Compound, Near Dena Bank, Opp. Phoenix Mills, Lower Parel",Mr. Ameer Shaikh,Maharashtra,Lower Parel,750,PLATINUM,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup"",""Locker/Storage"",""24*7 Access"",""Gaming Room"",""F&B Cafe""]",6500,12000,15000,PLATINUM+,Garage Co-Works,3.9,247,21
The Office Pass-II,Gurgaon,"The Office Pass, 11th Floor, Metro Station, Tower-B, UNITECH CYBER PARK, near HUDA City Center, Sector 39, Gurugram, Haryana 122001",Sooraj Tiwari,Haryana,Sector 39,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,0,PLATINUM,The Office Pass-II,4.1,481,90
The Office Pass,Gurgaon,"Operation Control Center,Cyber City, DLF Phase 3, Sector 24 Near Moulsari Avenue Metro Station Gurgaon, Haryana - 122002",Sooraj Tiwari,Haryana,Sector 24,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,0,GOLD,The Office Pass,4.2,111,32
Millennial Pod,Mumbai,"B1-401, Kanakia Boomerang, Chandivali Farm Rd, Yadav Nagar, Chandivali, Powai, Mumbai, Maharashtra 400072",Aatif Shaikh,Maharashtra,Powai,750,PLATINUM,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,15000,PLATINUM+,Millennial Pod,4.8,49,17
Start Works,Delhi NCT,"First Floor DCM Building, 16 Barakhamba Road CP",Piyush Sharma,Delhi (NCT),Barakhamba,800,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",10000,12000,0,PLATINUM+,Start Works,3.7,273,30
GoodWorks,Bengaluru," N1 building, 3rd Main Road, Manyata Residency, Manayata Tech Park, Thanisandra, Bengaluru",Arun,Karnataka,Manayata Tech Park,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,0,GOLD,GoodWorks,4.8,450,8
GoodWorks,Bengaluru,"Shantiniketan, 1st Floor, Tower B,Prestige, ITPL Main Rd, Whitefield, Bengaluru, Karnataka 560048",Arun,Karnataka,Whitefield,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,0,GOLD,GoodWorks,4.2,343,66
GoodWorks CoWork,Bengaluru,"968, 12th Main Rd, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008",Arun,Karnataka,Indiranagar,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",12000,12000,0,PLATINUM,GoodWorks CoWork,4.3,451,20
Workingdom,Delhi NCT,"A1, 1st Floor, Hamilton House, above starbucks, Block A, Connaught Place, New Delhi, Delhi 110001, India",Trishna ,Delhi (NCT),Connaught Place,1200,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",11000,12000,14000,PLATINUM+,Workingdom,3.8,37,76
HUBHIVE11,Delhi NCT,"262, 1st floor, Westend Marg, near saket metro station, Butterfly Park, Saiyad Ul Ajaib Extension, Sainik Farm, New Delhi, Delhi 110030, India",Anil,Delhi (NCT),Sainik Farm,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,14000,GOLD,HUBHIVE11,4.5,196,88
COWRKS Centennial,Bengaluru,"5th floor, C-Block, RMZ CENTENNIAL, EPIP Zone, Brookefield, Bengaluru, Karnataka 560066",Rishika Jain ,Karnataka,Brookefield,599,PLATINUM,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,16500,PLATINUM,COWRKS,4.0,129,33
UrbanWrk,Hyderabad,"Raheja Mind Space Entrance Gate, Mindspace Building 10, 10th Floor, HUDA Techno Enclave, HITEC City, Hyderabad, Telangana 500081",Aryan,Telangana,Hitec City,450,GOLD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,14000,GOLD,UrbanWrk,4.7,11,55
UrbanWrk,Pune,"5th floor, Westport 54, Pan Card Club Rd, Baner, Pune, Maharashtra 411045, India",Aryan,Maharashtra,Baner,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,0,PLATINUM,UrbanWrk,4.8,193,76
UrbanWrk,Pune,"Sai Radhe Complex, Unit 504, 5th floor, Raja Bahadur Mill Rd, Sangamvadi, Pune, Maharashtra",Aryan,Maharashtra,Sangamvadi,450,GOLD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,0,PLATINUM,UrbanWrk,3.8,61,41
Trend Works-I,Bengaluru,"5th floor, HM Towers Magrath Road, Junction, Brigade Rd, Ashok Nagar, Bengaluru, Karnataka 560001",Puneet,Karnataka,Ashok Nagar,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,0,GOLD,Trend Works-I,3.9,73,21
UrbanWrk,Pune,"Koncord Towers, Bund Garden Rd, Pune, Maharashtra",Aryan,Maharashtra,Sangamvadi,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,0,PLATINUM,UrbanWrk,4.3,24,29
UrbanWrk,Pune,"3rd Floor Aeromall, 333, Domestic, Airport Road, Pune International Airport Area, Lohegaon, Pune, Maharashtra",Aryan,Maharashtra,Pune International Airport Area,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,0,PLATINUM,UrbanWrk,3.6,305,28
UrbanWrk,Pune,"3rd, 5th ,10th &13th Floor, Baner - Pashan Link Rd, Pashan, Pune, Maharashtra",Aryan,Maharashtra,Pashan,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,0,PLATINUM,UrbanWrk,4.0,279,59
UrbanWrk,Pune,"15th & 16th Floor Nandan Pro Biz, Laxman Nagar , Pune, Maharashtra",Aryan,Maharashtra,Balewadi,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,0,PLATINUM,UrbanWrk,4.6,487,10
Trend Works,Chennai,"AD 45, Shanthi Colony, Anna Nagar, Chennai, Tamil Nadu 600040, India",Puneet,Tamil Nadu,Anna Nagar,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,13000,GOLD,Trend Works,3.9,226,98
Trend Works,Chennai,"4th Floor, Thiru Vi Ka Industrial Estate, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032",Puneet,Tamil Nadu,Guindy,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,13000,GOLD,Trend Works,4.4,320,9
Trend Works-Kochar Bliss,Chennai,"4th Floor, A8&A9, opposite Hotel (Malaiyappa, Thiru Vi Ka Industrial Estate, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032",Puneeth,Tamil Nadu,Guindy,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,12000,GOLD,Trend Works-Kochar Bliss,3.7,19,12
Trend Works-III,Chennai,"5th Floor, RR Tower, South Phase, Ambedkar Nagar, Thiru Vi Ka Industrial Estate, Guindy, Chennai, Tamil Nadu 600032",Puneeth,Tamil Nadu,Guindy,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,13000,GOLD,Trend Works-III,4.5,64,30
Trend Works,Chennai,"6th floor, old Mahabalipuram Road, 4/293, near Turyaa Hotel, Perungudi, Chennai, Tamil Nadu 600096",Puneeth,Tamil Nadu,Perungudi,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,12000,13000,GOLD,Trend Works,3.5,449,67
